
SetupTitle, C-V Sweep
PrimitiveTest, C-V Sweep
TestParameter, Measurement.Adc.HighResolution.Coeff, 2, 6
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, VBias
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, -0.1
TestParameter, Output.Graph.XAxis.Right, 0.1
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, C, R
TestParameter, Output.Graph.YAxis.Scale, Linear, Linear
TestParameter, Output.Graph.YAxis.Bottom, 0, 0
TestParameter, Output.Graph.YAxis.Top, 1E-10, 10000
TestParameter, Output.Graph.YAxis.Group, , 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true, true
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 11/15/2019 04:42:14
MetaData, TestRecord.TestTarget, Al2O3_0_10
MetaData, TestRecord.IterationIndex, 1
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, 4dd48549-0101-4957-8b6a-386b2813248e
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, VBias
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, C, R
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, F, ohm
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1.3E-10, 650
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 1.6E-10, 6500
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, -2.6666666666666661
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, -2.6666666666666661
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, -2.6666666666666661
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, -2.6666666666666661
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, -2.6666666666666661
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		0	0	0
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, C-V Sweep
Dimension1, 202, 202, 202
Dimension2, 4, 4, 4
DataName, VBias, C, R
DataValue, -1, 1.5842100000000002E-10, 6494.6010000000006
DataValue, -0.98, 1.58302E-10, 6331.887
DataValue, -0.96, 1.58221E-10, 6150.769
DataValue, -0.94000000000000006, 1.58079E-10, 6003.925
DataValue, -0.92, 1.5799600000000002E-10, 5970.099
DataValue, -0.9, 1.5790600000000002E-10, 5745.791
DataValue, -0.88, 1.5780700000000002E-10, 5896.155
DataValue, -0.86, 1.57717E-10, 5626.6720000000005
DataValue, -0.84, 1.5758000000000001E-10, 5627.955
DataValue, -0.82000000000000006, 1.57473E-10, 5294.487
DataValue, -0.8, 1.5738E-10, 5007.311
DataValue, -0.78, 1.5729800000000002E-10, 5148.404
DataValue, -0.76, 1.57194E-10, 5046.494
DataValue, -0.74, 1.5707800000000002E-10, 5072.941
DataValue, -0.72, 1.5698400000000002E-10, 5031.621
DataValue, -0.70000000000000007, 1.5692100000000002E-10, 5003.816
DataValue, -0.68, 1.5682200000000003E-10, 4780.138
DataValue, -0.66, 1.56765E-10, 4756.387
DataValue, -0.64, 1.56639E-10, 4393.975
DataValue, -0.62, 1.5655000000000002E-10, 4442.527
DataValue, -0.6, 1.5644400000000001E-10, 4598.068
DataValue, -0.58, 1.56371E-10, 4347.988
DataValue, -0.56, 1.5628200000000002E-10, 4341.4220000000005
DataValue, -0.54, 1.56169E-10, 4062.099
DataValue, -0.52, 1.5613E-10, 4093.448
DataValue, -0.5, 1.56007E-10, 4151.229
DataValue, -0.48, 1.55891E-10, 3971.42
DataValue, -0.46, 1.55831E-10, 4013.677
DataValue, -0.44, 1.5571200000000002E-10, 3819.082
DataValue, -0.42, 1.5563700000000002E-10, 3817.1820000000002
DataValue, -0.4, 1.5556800000000002E-10, 3696.831
DataValue, -0.38, 1.5547800000000002E-10, 3623.904
DataValue, -0.36, 1.55397E-10, 3654.377
DataValue, -0.34, 1.5528E-10, 3444.0570000000002
DataValue, -0.32, 1.55219E-10, 3517.826
DataValue, -0.3, 1.55159E-10, 3475.811
DataValue, -0.28, 1.5506400000000001E-10, 3525.501
DataValue, -0.26, 1.54955E-10, 3383.78
DataValue, -0.24, 1.5486000000000002E-10, 3352.652
DataValue, -0.22, 1.5478500000000002E-10, 3429.463
DataValue, -0.2, 1.5470900000000002E-10, 3402.57
DataValue, -0.18, 1.5460900000000001E-10, 3236.4210000000003
DataValue, -0.16, 1.54512E-10, 3241.774
DataValue, -0.14, 1.5448000000000002E-10, 3103.525
DataValue, -0.12, 1.54403E-10, 3059.993
DataValue, -0.1, 1.54274E-10, 3116.3
DataValue, -0.08, 1.54204E-10, 3114.05
DataValue, -0.06, 1.5414000000000002E-10, 3113.889
DataValue, -0.04, 1.54012E-10, 2986.705
DataValue, -0.02, 1.53966E-10, 2881.474
DataValue, 0, 1.5390100000000002E-10, 2953.4210000000003
DataValue, 0.02, 1.53837E-10, 3028.396
DataValue, 0.04, 1.53735E-10, 3025.413
DataValue, 0.06, 1.5364500000000002E-10, 3025.357
DataValue, 0.08, 1.53559E-10, 3057.129
DataValue, 0.1, 1.5347900000000001E-10, 3076.1420000000003
DataValue, 0.12, 1.53405E-10, 2915.9790000000003
DataValue, 0.14, 1.5334E-10, 2925.94
DataValue, 0.16, 1.5324700000000001E-10, 2768.117
DataValue, 0.18, 1.5320600000000002E-10, 3026.918
DataValue, 0.2, 1.53126E-10, 3062.718
DataValue, 0.22, 1.53026E-10, 2912.2110000000002
DataValue, 0.24, 1.52948E-10, 2928.32
DataValue, 0.26, 1.52873E-10, 2973.632
DataValue, 0.28, 1.5279900000000002E-10, 2910.3450000000003
DataValue, 0.3, 1.52731E-10, 2809.1730000000002
DataValue, 0.32, 1.52647E-10, 2763.909
DataValue, 0.34, 1.5255400000000001E-10, 2873.5
DataValue, 0.36, 1.5252E-10, 2849.022
DataValue, 0.38, 1.52403E-10, 2841.513
DataValue, 0.4, 1.5233200000000002E-10, 2686.9120000000003
DataValue, 0.42, 1.5225600000000002E-10, 2748.027
DataValue, 0.44, 1.5219600000000002E-10, 2587.025
DataValue, 0.46, 1.5210300000000002E-10, 2653.7400000000002
DataValue, 0.48, 1.5203900000000002E-10, 2829.489
DataValue, 0.5, 1.51968E-10, 2551.907
DataValue, 0.52, 1.5190300000000001E-10, 2633.054
DataValue, 0.54, 1.5183100000000002E-10, 2750.851
DataValue, 0.56, 1.51758E-10, 2691.677
DataValue, 0.58, 1.51686E-10, 2722.884
DataValue, 0.6, 1.5162100000000002E-10, 2818.495
DataValue, 0.62, 1.51547E-10, 2559.6
DataValue, 0.64, 1.51487E-10, 2644.098
DataValue, 0.66, 1.51399E-10, 2707.582
DataValue, 0.68, 1.5130400000000002E-10, 2773.867
DataValue, 0.70000000000000007, 1.5124400000000002E-10, 2548.147
DataValue, 0.72, 1.51185E-10, 2782.236
DataValue, 0.74, 1.5110500000000002E-10, 2781.66
DataValue, 0.76, 1.51014E-10, 2539.4
DataValue, 0.78, 1.5094000000000002E-10, 2725.062
DataValue, 0.8, 1.5092E-10, 2833.6040000000003
DataValue, 0.82000000000000006, 1.50829E-10, 2736.809
DataValue, 0.84, 1.5075500000000001E-10, 2557.041
DataValue, 0.86, 1.5067400000000002E-10, 2571.36
DataValue, 0.88, 1.50592E-10, 2460.964
DataValue, 0.9, 1.50552E-10, 2589.092
DataValue, 0.92, 1.5046000000000002E-10, 2626.514
DataValue, 0.94000000000000006, 1.50398E-10, 2739.026
DataValue, 0.96, 1.5030300000000001E-10, 2633.357
DataValue, 0.98, 1.50275E-10, 2617.411
DataValue, 1, 1.5018900000000002E-10, 2593.87
DataValue, 1, 1.5021300000000002E-10, 2593.268
DataValue, 0.98, 1.5027900000000001E-10, 2909.416
DataValue, 0.96, 1.50354E-10, 2638.474
DataValue, 0.94000000000000006, 1.50387E-10, 2804.186
DataValue, 0.92, 1.50452E-10, 2694.359
DataValue, 0.9, 1.5053900000000002E-10, 2520.6820000000002
DataValue, 0.88, 1.50621E-10, 2681.868
DataValue, 0.86, 1.50694E-10, 2698.078
DataValue, 0.84, 1.5073700000000001E-10, 2594.436
DataValue, 0.82000000000000006, 1.50826E-10, 2733.1730000000002
DataValue, 0.8, 1.50883E-10, 2691.5190000000002
DataValue, 0.78, 1.5099300000000001E-10, 2694.21
DataValue, 0.76, 1.5104800000000002E-10, 2662.8920000000003
DataValue, 0.74, 1.5112300000000002E-10, 2510.622
DataValue, 0.72, 1.5118900000000001E-10, 2594.507
DataValue, 0.70000000000000007, 1.51227E-10, 2578.654
DataValue, 0.68, 1.51336E-10, 2782.145
DataValue, 0.66, 1.5142E-10, 2625.407
DataValue, 0.64, 1.51475E-10, 2720.859
DataValue, 0.62, 1.51564E-10, 2675.823
DataValue, 0.6, 1.5160800000000002E-10, 2561.469
DataValue, 0.58, 1.51745E-10, 2811.916
DataValue, 0.56, 1.51773E-10, 2772.855
DataValue, 0.54, 1.5186500000000002E-10, 2675.206
DataValue, 0.52, 1.51914E-10, 2726.23
DataValue, 0.5, 1.51981E-10, 2822.531
DataValue, 0.48, 1.52065E-10, 2682.047
DataValue, 0.46, 1.52144E-10, 2672.0660000000003
DataValue, 0.44, 1.52246E-10, 2837.6150000000002
DataValue, 0.42, 1.5228000000000002E-10, 2713.293
DataValue, 0.4, 1.52357E-10, 2746.106
DataValue, 0.38, 1.52433E-10, 2686.166
DataValue, 0.36, 1.52529E-10, 2872.257
DataValue, 0.34, 1.52589E-10, 2953.0080000000003
DataValue, 0.32, 1.5266900000000002E-10, 2900.217
DataValue, 0.3, 1.5273500000000002E-10, 2919.4880000000003
DataValue, 0.28, 1.5281100000000002E-10, 2726.2580000000003
DataValue, 0.26, 1.5288600000000002E-10, 2766.661
DataValue, 0.24, 1.5295900000000003E-10, 2880.9990000000003
DataValue, 0.22, 1.5300700000000002E-10, 2585.334
DataValue, 0.2, 1.53156E-10, 3061.512
DataValue, 0.18, 1.5321100000000002E-10, 2918.023
DataValue, 0.16, 1.5330200000000002E-10, 3141.344
DataValue, 0.14, 1.53372E-10, 2991.896
DataValue, 0.12, 1.5345300000000002E-10, 2801.06
DataValue, 0.1, 1.53517E-10, 2917.03
DataValue, 0.08, 1.53595E-10, 2892.707
DataValue, 0.06, 1.5367800000000002E-10, 2938.605
DataValue, 0.04, 1.53747E-10, 3087.956
DataValue, 0.02, 1.53852E-10, 3077.571
DataValue, 0, 1.53945E-10, 3081.914
DataValue, -0.02, 1.5400700000000002E-10, 3223.501
DataValue, -0.04, 1.5409500000000003E-10, 3000.826
DataValue, -0.06, 1.5417000000000002E-10, 3142.747
DataValue, -0.08, 1.54244E-10, 3086.849
DataValue, -0.1, 1.54334E-10, 3314.148
DataValue, -0.12, 1.5442900000000002E-10, 3259.654
DataValue, -0.14, 1.54514E-10, 3333.41
DataValue, -0.16, 1.5457000000000002E-10, 3256.393
DataValue, -0.18, 1.5468E-10, 3234.7000000000003
DataValue, -0.2, 1.54756E-10, 3293.327
DataValue, -0.22, 1.5484200000000002E-10, 3316.939
DataValue, -0.24, 1.5492600000000002E-10, 3535.565
DataValue, -0.26, 1.5499500000000002E-10, 3548.157
DataValue, -0.28, 1.55069E-10, 3484.233
DataValue, -0.3, 1.5518800000000002E-10, 3518.166
DataValue, -0.32, 1.55259E-10, 3462.12
DataValue, -0.34, 1.5535700000000002E-10, 3368.48
DataValue, -0.36, 1.5542600000000002E-10, 3623.849
DataValue, -0.38, 1.55512E-10, 3609.835
DataValue, -0.4, 1.55624E-10, 3726.19
DataValue, -0.42, 1.55708E-10, 3873.48
DataValue, -0.44, 1.55777E-10, 3833.733
DataValue, -0.46, 1.55867E-10, 3852.315
DataValue, -0.48, 1.55985E-10, 4096.505
DataValue, -0.5, 1.56061E-10, 4183.658
DataValue, -0.52, 1.56136E-10, 4170.979
DataValue, -0.54, 1.5624900000000002E-10, 4266.321
DataValue, -0.56, 1.5632100000000002E-10, 4316.974
DataValue, -0.58, 1.5640800000000002E-10, 4298.773
DataValue, -0.6, 1.5651E-10, 4508.91
DataValue, -0.62, 1.56585E-10, 4351.83
DataValue, -0.64, 1.5669E-10, 4771.612
