
SetupTitle, C-V Sweep
PrimitiveTest, C-V Sweep
TestParameter, Measurement.Adc.HighResolution.Coeff, 2, 6
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, VBias
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, -0.1
TestParameter, Output.Graph.XAxis.Right, 0.1
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, C, R
TestParameter, Output.Graph.YAxis.Scale, Linear, Linear
TestParameter, Output.Graph.YAxis.Bottom, 0, 0
TestParameter, Output.Graph.YAxis.Top, 1E-10, 10000
TestParameter, Output.Graph.YAxis.Group, , 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true, true
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 11/15/2019 06:15:54
MetaData, TestRecord.TestTarget, Al_2.0_10_n
MetaData, TestRecord.IterationIndex, 11
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, df366dad-c13f-453f-b1e1-722bdff4df81
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, VBias
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -2
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 2
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, C, R
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, F, ohm
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 7.6E-11, 2200
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 2.8E-05, 150000
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, -9.285739489864328E-07
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, -9.285739489864328E-07
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, -9.285739489864328E-07
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, -9.285739489864328E-07
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, -9.285739489864328E-07
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		0	0	0
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, C-V Sweep
Dimension1, 202, 202, 202
Dimension2, 4, 4, 4
DataName, VBias, C, R
DataValue, -2, 2.4410199999999997E-06, 7553.974
DataValue, -1.96, 1.7020799999999999E-06, 7719.926
DataValue, -1.92, 4.96579E-06, 7770.344
DataValue, -1.8800000000000001, 3.90892E-06, 7837.743
DataValue, -1.84, 2.0956999999999997E-06, 7942.616
DataValue, -1.8, 1.5285699999999999E-06, 8036.9220000000005
DataValue, -1.76, 2.79264E-06, 8140.713
DataValue, -1.72, 2.0387199999999998E-06, 8139.7080000000005
DataValue, -1.68, 2.27916E-06, 8218.856
DataValue, -1.6400000000000001, 1.8292999999999998E-06, 8317.878
DataValue, -1.6, 4.0335099999999994E-06, 8378.764000000001
DataValue, -1.56, 5.71399E-06, 8413.141
DataValue, -1.52, 2.7775499999999998E-06, 8444.847
DataValue, -1.48, 2.6463699999999998E-06, 8529.103000000001
DataValue, -1.44, 2.77932E-06, 8600.059
DataValue, -1.4000000000000001, 2.2510299999999997E-06, 8697.162
DataValue, -1.36, 1.9338799999999997E-06, 8753.137
DataValue, -1.32, 2.0329E-06, 8812.6660000000011
DataValue, -1.28, 1.65696E-06, 8916.155
DataValue, -1.24, 3.02595E-06, 8952.386
DataValue, -1.2, 2.9662599999999996E-06, 8960.321
DataValue, -1.16, 2.15915E-06, 9025.344000000001
DataValue, -1.12, 2.58744E-06, 8960.121000000001
DataValue, -1.08, 2.15016E-06, 9109.633
DataValue, -1.04, 2.1733499999999997E-06, 9173.644
DataValue, -1, 2.5627799999999997E-06, 9160.163
DataValue, -0.96, 2.3161599999999997E-06, 9284.577
DataValue, -0.92, 2.01333E-06, 9380.174
DataValue, -0.88, 2.62447E-06, 9408.673
DataValue, -0.84, 1.7676299999999998E-06, 9465.459
DataValue, -0.8, 4.3374999999999996E-06, 9487.796
DataValue, -0.76, 2.9481899999999997E-06, 9614.882
DataValue, -0.72, 2.5770199999999998E-06, 9717.789
DataValue, -0.68, 1.71538E-06, 9903.116
DataValue, -0.64, 2.81424E-06, 10049.53
DataValue, -0.6, 3.3752399999999997E-06, 10181.35
DataValue, -0.56, 2.31445E-06, 10386.56
DataValue, -0.52, 2.22864E-06, 10641.29
DataValue, -0.48, 2.23794E-06, 10891.08
DataValue, -0.44, 2.41778E-06, 11158.08
DataValue, -0.4, 2.6981199999999998E-06, 11489.550000000001
DataValue, -0.36, 2.38075E-06, 11938.61
DataValue, -0.32, 2.92276E-06, 12367.5
DataValue, -0.28, 2.74629E-06, 12862.630000000001
DataValue, -0.24, 2.6642399999999997E-06, 13608.85
DataValue, -0.2, 1.7974E-06, 14890.01
DataValue, -0.16, 1.10618E-06, 17276.32
DataValue, -0.12, 5.15018E-07, 22199.38
DataValue, -0.08, 1.7585899999999999E-07, 32581.09
DataValue, -0.04, 4.99648E-08, 54450.83
DataValue, 0, 1.5314E-08, 91928
DataValue, 0.04, 6.97458E-09, 131299.6
DataValue, 0.08, 5.7501E-09, 143028.4
DataValue, 0.12, 7.11006E-09, 129507.6
DataValue, 0.16, 1.02697E-08, 109142.3
DataValue, 0.2, 1.50836E-08, 90990.32
DataValue, 0.24, 2.23302E-08, 75543.91
DataValue, 0.28, 3.28101E-08, 63290.340000000004
DataValue, 0.32, 4.6844200000000003E-08, 53643.12
DataValue, 0.36, 6.70192E-08, 45740.22
DataValue, 0.4, 9.06365E-08, 39284.8
DataValue, 0.44, 1.18717E-07, 34173.590000000004
DataValue, 0.48, 1.6514299999999999E-07, 29676.75
DataValue, 0.52, 2.11757E-07, 26288.75
DataValue, 0.56, 2.83856E-07, 23380.23
DataValue, 0.6, 3.39209E-07, 20915.3
DataValue, 0.64, 4.68328E-07, 18774.920000000002
DataValue, 0.68, 5.2083399999999994E-07, 16967.55
DataValue, 0.72, 6.96618E-07, 15437.33
DataValue, 0.76, 8.09187E-07, 14145.73
DataValue, 0.8, 9.27897E-07, 13014.44
DataValue, 0.84, 1.14814E-06, 12052.97
DataValue, 0.88, 1.40998E-06, 11212.43
DataValue, 0.92, 1.5809499999999999E-06, 10482.99
DataValue, 0.96, 1.8843599999999999E-06, 9828.385
DataValue, 1, 2.00562E-06, 9296.354
DataValue, 1.04, 2.32378E-06, 8771.353000000001
DataValue, 1.08, 2.3918599999999997E-06, 8333.856
DataValue, 1.12, 2.57298E-06, 7926.2840000000006
DataValue, 1.16, 2.7719499999999998E-06, 7572.195
DataValue, 1.2, 3.0337699999999997E-06, 7238.379
DataValue, 1.24, 3.20201E-06, 6943.154
DataValue, 1.28, 3.94946E-06, 6678.5740000000005
DataValue, 1.32, 3.47801E-06, 6446.89
DataValue, 1.36, 3.7530099999999997E-06, 6224.299
DataValue, 1.4000000000000001, 4.14885E-06, 6024.143
DataValue, 1.44, 5.1995999999999993E-06, 5839.495
DataValue, 1.48, 4.7278799999999995E-06, 5670.791
DataValue, 1.52, 5.3225499999999995E-06, 5512.048
DataValue, 1.56, 4.1584799999999995E-06, 5371.271
DataValue, 1.6, 5.0808199999999994E-06, 5238.6590000000006
DataValue, 1.6400000000000001, 5.3370899999999994E-06, 5120.952
DataValue, 1.68, 9.57065E-06, 5002.559
DataValue, 1.72, 6.5179799999999996E-06, 4897.483
DataValue, 1.76, 7.2102499999999993E-06, 4795.427
DataValue, 1.8, 7.37344E-06, 4701.81
DataValue, 1.84, 7.4998899999999993E-06, 4618.084
DataValue, 1.8800000000000001, 8.80289E-06, 4539.867
DataValue, 1.92, 8.51789E-06, 4455.542
DataValue, 1.96, 1.1548300000000001E-05, 4368.376
DataValue, 2, 1.1845900000000001E-05, 4308.561
DataValue, 2, 7.47274E-06, 4313.407
DataValue, 1.96, 9.17247E-06, 4399.264
DataValue, 1.92, 7.4054599999999994E-06, 4473.979
DataValue, 1.8800000000000001, 8.0041E-06, 4556.738
DataValue, 1.84, 6.99231E-06, 4646.746
DataValue, 1.8, 7.66923E-06, 4739.956
DataValue, 1.76, 6.4955999999999993E-06, 4844.168
DataValue, 1.72, 5.89027E-06, 4950.634
DataValue, 1.68, 6.47402E-06, 5064.9000000000005
DataValue, 1.6400000000000001, 5.5560899999999993E-06, 5190.77
DataValue, 1.6, 5.60648E-06, 5325.427
DataValue, 1.56, 4.88768E-06, 5467.001
DataValue, 1.52, 5.50562E-06, 5621.984
DataValue, 1.48, 4.29318E-06, 5792.609
DataValue, 1.44, 4.32842E-06, 5970.588
DataValue, 1.4000000000000001, 3.97758E-06, 6174.532
DataValue, 1.36, 3.84366E-06, 6391.055
DataValue, 1.32, 3.71274E-06, 6629.4220000000005
DataValue, 1.28, 3.26303E-06, 6880.082
DataValue, 1.24, 3.09724E-06, 7174.3550000000005
DataValue, 1.2, 3.0510899999999996E-06, 7479.3330000000005
DataValue, 1.16, 2.6558199999999998E-06, 7854.008
DataValue, 1.12, 2.28614E-06, 8234.648000000001
DataValue, 1.08, 2.12744E-06, 8674.319
DataValue, 1.04, 1.95313E-06, 9173.123
DataValue, 1, 1.68364E-06, 9727.001
DataValue, 0.96, 1.41996E-06, 10323.4
DataValue, 0.92, 1.35866E-06, 11075.97
DataValue, 0.88, 1.08809E-06, 11890.19
DataValue, 0.84, 1.03772E-06, 12820.800000000001
DataValue, 0.8, 8.65066E-07, 13871.04
DataValue, 0.76, 7.2084999999999995E-07, 15106.42
DataValue, 0.72, 6.02809E-07, 16540.71
DataValue, 0.68, 4.60823E-07, 18282.66
DataValue, 0.64, 3.81742E-07, 20263.18
DataValue, 0.6, 3.0710699999999997E-07, 22565.48
DataValue, 0.56, 2.43581E-07, 25337.3
DataValue, 0.52, 1.92063E-07, 28572.05
DataValue, 0.48, 1.40794E-07, 32529.010000000002
DataValue, 0.44, 1.0593799999999999E-07, 37084.05
DataValue, 0.4, 7.74262E-08, 42626.3
DataValue, 0.36, 5.6396500000000005E-08, 49486.31
DataValue, 0.32, 4.0658E-08, 57749.6
DataValue, 0.28, 2.8405000000000002E-08, 67457.290000000008
DataValue, 0.24, 1.98378E-08, 79949.650000000009
DataValue, 0.2, 1.37424E-08, 95306.21
DataValue, 0.16, 9.57483E-09, 113076.40000000001
DataValue, 0.12, 6.82568E-09, 132130.2
DataValue, 0.08, 5.73861E-09, 143856.7
DataValue, 0.04, 6.80766E-09, 133280.5
DataValue, 0, 1.4882E-08, 93745.49
DataValue, -0.04, 4.8358400000000004E-08, 55865.96
DataValue, -0.08, 1.63896E-07, 34095.75
DataValue, -0.12, 4.7348E-07, 23441.54
DataValue, -0.16, 1.04006E-06, 18375.05
DataValue, -0.2, 1.6062499999999999E-06, 15971.37
DataValue, -0.24, 2.17299E-06, 14740.210000000001
DataValue, -0.28, 1.8248999999999999E-06, 13848.57
DataValue, -0.32, 2.07811E-06, 13362.06
DataValue, -0.36, 1.9909399999999997E-06, 12773.130000000001
DataValue, -0.4, 2.1005499999999997E-06, 12370.23
DataValue, -0.44, 2.05243E-06, 11912.41
DataValue, -0.48, 2.41788E-06, 11571.85
DataValue, -0.52, 3.02433E-06, 11175.050000000001
DataValue, -0.56, 2.71844E-06, 10926
DataValue, -0.6, 2.35384E-06, 10743.78
DataValue, -0.64, 2.15667E-06, 10520.4
DataValue, -0.68, 1.8718699999999998E-06, 10422.300000000001
DataValue, -0.72, 3.54331E-06, 10229.630000000001
DataValue, -0.76, 2.2956499999999998E-06, 10111.69
DataValue, -0.8, 2.34736E-06, 10049.19
DataValue, -0.84, 2.16794E-06, 10011.39
DataValue, -0.88, 2.73015E-06, 9878.506
DataValue, -0.92, 1.99273E-06, 9872.492
DataValue, -0.96, 2.3709499999999997E-06, 9821.57
DataValue, -1, 2.7382699999999997E-06, 9674.899
DataValue, -1.04, 1.70902E-06, 9714.977
DataValue, -1.08, 2.1824199999999998E-06, 9644.671
DataValue, -1.12, 1.5016499999999998E-06, 9538.884
DataValue, -1.16, 2.3366899999999997E-06, 9489.52
DataValue, -1.2, 2.46048E-06, 9386.498
DataValue, -1.24, 3.65973E-06, 9287.054
DataValue, -1.28, 1.56743E-06, 9164.02
DataValue, -1.32, 1.61667E-06, 9115.803
DataValue, -1.36, 2.72349E-06, 9055.352
DataValue, -1.4000000000000001, 2.70812E-05, 8926.502
