
SetupTitle, C-V Sweep
PrimitiveTest, C-V Sweep
TestParameter, Measurement.Adc.HighResolution.Coeff, 2, 6
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, VBias
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, -0.1
TestParameter, Output.Graph.XAxis.Right, 0.1
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, C, R
TestParameter, Output.Graph.YAxis.Scale, Linear, Linear
TestParameter, Output.Graph.YAxis.Bottom, 0, 0
TestParameter, Output.Graph.YAxis.Top, 1E-10, 10000
TestParameter, Output.Graph.YAxis.Group, , 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true, true
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 11/15/2019 07:40:51
MetaData, TestRecord.TestTarget, Al_1.0_5
MetaData, TestRecord.IterationIndex, 1
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, ?
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, 06bca00a-3923-4cd0-827d-67cd0200c8b2
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, VBias
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, C, R
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, F, ohm
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 3.4E-12, -3200
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 2.5E-10, 1800000
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.1889699918896999
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.1889699918896999
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.1889699918896999
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.1889699918896999
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.1889699918896999
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		0	0	0
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, C-V Sweep
Dimension1, 202, 202, 202
Dimension2, 4, 4, 4
DataName, VBias, C, R
DataValue, -1, 2.45888E-10, 1035985
DataValue, -0.98, 2.3030400000000003E-10, 1051925
DataValue, -0.96, 2.1935600000000002E-10, 1066826
DataValue, -0.94000000000000006, 2.0957700000000002E-10, 1082211
DataValue, -0.92, 2.01934E-10, 1096197
DataValue, -0.9, 1.9518400000000003E-10, 1109110
DataValue, -0.88, 1.89276E-10, 1121480
DataValue, -0.86, 1.8416900000000001E-10, 1131300
DataValue, -0.84, 1.79464E-10, 1141940
DataValue, -0.82000000000000006, 1.7478300000000002E-10, 1151882
DataValue, -0.8, 1.7042900000000002E-10, 1161933
DataValue, -0.78, 1.65989E-10, 1174558
DataValue, -0.76, 1.6181200000000003E-10, 1187075
DataValue, -0.74, 1.5690200000000001E-10, 1203248
DataValue, -0.72, 1.5181000000000002E-10, 1218925
DataValue, -0.70000000000000007, 1.46174E-10, 1236911
DataValue, -0.68, 1.40421E-10, 1254334
DataValue, -0.66, 1.34748E-10, 1274643
DataValue, -0.64, 1.2865600000000002E-10, 1296948
DataValue, -0.62, 1.22671E-10, 1321978
DataValue, -0.6, 1.1677E-10, 1349102
DataValue, -0.58, 1.1062100000000001E-10, 1381363
DataValue, -0.56, 1.0513500000000001E-10, 1412514
DataValue, -0.54, 9.99143E-11, 1444182
DataValue, -0.52, 9.50355E-11, 1474586
DataValue, -0.5, 9.07981E-11, 1502795
DataValue, -0.48, 8.6837E-11, 1530867
DataValue, -0.46, 8.3250999999999993E-11, 1558142
DataValue, -0.44, 8.04105E-11, 1577360
DataValue, -0.42, 7.77159E-11, 1599949
DataValue, -0.4, 7.54916E-11, 1615392
DataValue, -0.38, 7.34414E-11, 1632944
DataValue, -0.36, 7.18619E-11, 1642640
DataValue, -0.34, 7.07841E-11, 1644937
DataValue, -0.32, 6.97184E-11, 1648627
DataValue, -0.3, 6.9001699999999993E-11, 1647723
DataValue, -0.28, 6.85573E-11, 1643118
DataValue, -0.26, 6.81534E-11, 1636103
DataValue, -0.24, 6.79507E-11, 1629047
DataValue, -0.22, 6.79432E-11, 1612410
DataValue, -0.2, 6.8001199999999993E-11, 1601106
DataValue, -0.18, 6.8377299999999993E-11, 1580696
DataValue, -0.16, 6.87754E-11, 1610622
DataValue, -0.14, 6.81647E-11, 1565291
DataValue, -0.12, 6.92332E-11, 1590378
DataValue, -0.1, 6.9264E-11, 1583822
DataValue, -0.08, 6.95752E-11, 1571212
DataValue, -0.06, 7.02875E-11, 1551330
DataValue, -0.04, 7.10683E-11, 1533381
DataValue, -0.02, 7.20953E-11, 1514576
DataValue, 0, 7.32005E-11, 1498573
DataValue, 0.02, 7.44739E-11, 1472878
DataValue, 0.04, 7.5723E-11, 1450272
DataValue, 0.06, 7.73368E-11, 1423321
DataValue, 0.08, 7.88879E-11, 1400551
DataValue, 0.1, 8.03264E-11, 1380588
DataValue, 0.12, 8.21351E-11, 1357224
DataValue, 0.14, 8.37325E-11, 1336856
DataValue, 0.16, 8.544E-11, 1315788
DataValue, 0.18, 8.71015E-11, 1294575
DataValue, 0.2, 8.8831499999999992E-11, 1275780
DataValue, 0.22, 9.05604E-11, 1255506
DataValue, 0.24, 9.27576E-11, 1232294
DataValue, 0.26, 9.4286E-11, 1218823
DataValue, 0.28, 9.63989E-11, 1195972
DataValue, 0.3, 9.8397E-11, 1176653
DataValue, 0.32, 1.00267E-10, 1160750
DataValue, 0.34, 1.0239300000000001E-10, 1143989
DataValue, 0.36, 1.04306E-10, 1128491
DataValue, 0.38, 1.06307E-10, 1112436
DataValue, 0.4, 1.08234E-10, 1096986
DataValue, 0.42, 1.1038200000000002E-10, 1083096
DataValue, 0.44, 1.1208200000000001E-10, 1072591
DataValue, 0.46, 1.1398800000000001E-10, 1058712
DataValue, 0.48, 1.16091E-10, 1043047
DataValue, 0.5, 1.1787800000000002E-10, 1034027
DataValue, 0.52, 1.1949600000000002E-10, 1024386
DataValue, 0.54, 1.21173E-10, 1014295
DataValue, 0.56, 1.2274400000000002E-10, 1005738
DataValue, 0.58, 1.24674E-10, 995007.3
DataValue, 0.6, 1.26331E-10, 988892.9
DataValue, 0.62, 1.28031E-10, 979276.9
DataValue, 0.64, 1.2937000000000001E-10, 971924.20000000007
DataValue, 0.66, 1.30797E-10, 965715.20000000007
DataValue, 0.68, 1.32282E-10, 958516.10000000009
DataValue, 0.70000000000000007, 1.33608E-10, 950598.4
DataValue, 0.72, 1.34865E-10, 945475.3
DataValue, 0.74, 1.35776E-10, 943881.10000000009
DataValue, 0.76, 1.3677100000000002E-10, 940407.20000000007
DataValue, 0.78, 1.3780200000000002E-10, 935292
DataValue, 0.8, 1.38499E-10, 932305.60000000009
DataValue, 0.82000000000000006, 1.3921200000000002E-10, 929687.4
DataValue, 0.84, 1.40569E-10, 924676.60000000009
DataValue, 0.86, 1.4112200000000002E-10, 922601.9
DataValue, 0.88, 1.41777E-10, 919089.9
DataValue, 0.9, 1.42413E-10, 918387.9
DataValue, 0.92, 1.42928E-10, 915752.10000000009
DataValue, 0.94000000000000006, 1.43498E-10, 914649.3
DataValue, 0.96, 1.44332E-10, 911010.10000000009
DataValue, 0.98, 1.4484400000000002E-10, 908971
DataValue, 1, 1.4594600000000002E-10, 905095.8
DataValue, 1, 1.45366E-10, 907361.60000000009
DataValue, 0.98, 1.44366E-10, 910393
DataValue, 0.96, 1.43139E-10, 915432.10000000009
DataValue, 0.94000000000000006, 1.41862E-10, 920141.8
DataValue, 0.92, 1.4028100000000001E-10, 927526.4
DataValue, 0.9, 1.39045E-10, 929964.60000000009
DataValue, 0.88, 1.3772900000000002E-10, 938005.70000000007
DataValue, 0.86, 1.3566E-10, 946768.3
DataValue, 0.84, 1.34301E-10, 951516.5
DataValue, 0.82000000000000006, 1.32777E-10, 961907.20000000007
DataValue, 0.8, 1.30908E-10, 966870.10000000009
DataValue, 0.78, 1.29023E-10, 977944.60000000009
DataValue, 0.76, 1.2713100000000001E-10, 987075
DataValue, 0.74, 1.24773E-10, 998630.5
DataValue, 0.72, 1.2263000000000002E-10, 1011383
DataValue, 0.70000000000000007, 1.2037900000000002E-10, 1023599
DataValue, 0.68, 1.17921E-10, 1038984
DataValue, 0.66, 1.1466800000000001E-10, 1058265
DataValue, 0.64, 1.1224200000000001E-10, 1075287
DataValue, 0.62, 1.09567E-10, 1095721
DataValue, 0.6, 1.06632E-10, 1116828
DataValue, 0.58, 1.0409000000000001E-10, 1137879
DataValue, 0.56, 1.0101900000000001E-10, 1162154
DataValue, 0.54, 9.84541E-11, 1186303
DataValue, 0.52, 9.55646E-11, 1214946
DataValue, 0.5, 9.30027E-11, 1240293
DataValue, 0.48, 9.01192E-11, 1268676
DataValue, 0.46, 8.75067E-11, 1299312
DataValue, 0.44, 8.52075E-11, 1333543
DataValue, 0.42, 8.30731E-11, 1360482
DataValue, 0.4, 8.1011799999999992E-11, 1389478
DataValue, 0.38, 7.90942E-11, 1416194
DataValue, 0.36, 7.74124E-11, 1449956
DataValue, 0.34, 7.61193E-11, 1471001
DataValue, 0.32, 7.44477E-11, 1500614
DataValue, 0.3, 7.31248E-11, 1530099
DataValue, 0.28, 7.1926E-11, 1553315
DataValue, 0.26, 7.10681E-11, 1575050
DataValue, 0.24, 6.93591E-11, 1567031
DataValue, 0.22, 6.88805E-11, 1594703
DataValue, 0.2, 6.856E-11, 1618921
DataValue, 0.18, 6.8368499999999992E-11, 1640636
DataValue, 0.16, 6.81556E-11, 1657895
DataValue, 0.14, 6.80241E-11, 1676401
DataValue, 0.12, 6.78811E-11, 1691973
DataValue, 0.1, 6.80382E-11, 1703953
DataValue, 0.08, 6.81447E-11, 1712495
DataValue, 0.06, 6.8395299999999992E-11, 1720020
DataValue, 0.04, 6.89263E-11, 1725532
DataValue, 0.02, 6.9654E-11, 1722596
DataValue, 0, 7.04422E-11, 1720479
DataValue, -0.02, 7.18979E-11, 1709424
DataValue, -0.04, 7.367E-11, 1694854
DataValue, -0.06, 7.59807E-11, 1673976
DataValue, -0.08, 7.88488E-11, 1646394
DataValue, -0.1, 8.22618E-11, 1613487
DataValue, -0.12, 8.6112E-11, 1581228
DataValue, -0.14, 9.0425499999999992E-11, 1546498
DataValue, -0.16, 9.51592E-11, 1511860
DataValue, -0.18, 1.0040800000000001E-10, 1478959
DataValue, -0.2, 1.05852E-10, 1444278
DataValue, -0.22, 1.1139400000000001E-10, 1415073
DataValue, -0.24, 1.17316E-10, 1385190
DataValue, -0.26, 1.23198E-10, 1355428
DataValue, -0.28, 1.28637E-10, 1329720
DataValue, -0.3, 1.3371500000000001E-10, 1307799
DataValue, -0.32, 1.3857900000000002E-10, 1286859
DataValue, -0.34, 1.42766E-10, 1272523
DataValue, -0.36, 1.46518E-10, 1260243
DataValue, -0.38, 1.50128E-10, 1247501
DataValue, -0.4, 1.5331100000000002E-10, 1236495
DataValue, -0.42, 1.56257E-10, 1224425
DataValue, -0.44, 1.58664E-10, 1215537
DataValue, -0.46, 1.60948E-10, 1206005
DataValue, -0.48, 1.6369100000000001E-10, 1196408
DataValue, -0.5, 1.65821E-10, 1189905
DataValue, -0.52, 1.67834E-10, 1184022
DataValue, -0.54, 1.6941E-10, 1180390
DataValue, -0.56, 1.7113800000000003E-10, 1173350
DataValue, -0.58, 1.73248E-10, 1167051
DataValue, -0.6, 1.7495300000000003E-10, 1160938
DataValue, -0.62, 1.76849E-10, 1153169
DataValue, -0.64, 1.7846800000000001E-10, 1147285
DataValue, -0.66, 1.8071300000000002E-10, 1140772
DataValue, -0.68, 1.8283500000000002E-10, 1134258
DataValue, -0.70000000000000007, 1.84578E-10, 1131125
DataValue, -0.72, 1.8645700000000002E-10, 1126953
DataValue, -0.74, 1.8849E-10, 1123026
DataValue, -0.76, 1.90611E-10, 1118157
DataValue, -0.78, 1.9287500000000002E-10, 1113956
DataValue, -0.8, 1.95293E-10, 1108227
DataValue, -0.82000000000000006, 1.9765800000000003E-10, 1103384
DataValue, -0.84, 2.00723E-10, 1099906
DataValue, -0.86, 2.03592E-10, 1096490
DataValue, -0.88, 2.0748900000000002E-10, 1092568
