
SetupTitle, C-V Sweep
PrimitiveTest, C-V Sweep
TestParameter, Measurement.Adc.HighResolution.Coeff, 2, 6
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, VBias
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, -0.1
TestParameter, Output.Graph.XAxis.Right, 0.1
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, C, R
TestParameter, Output.Graph.YAxis.Scale, Linear, Linear
TestParameter, Output.Graph.YAxis.Bottom, 0, 0
TestParameter, Output.Graph.YAxis.Top, 1E-10, 10000
TestParameter, Output.Graph.YAxis.Group, , 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true, true
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 11/25/2019 20:45:23
MetaData, TestRecord.TestTarget, Al2O3_2.0_10
MetaData, TestRecord.IterationIndex, 1
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, ad44224a-c2da-410b-8a6e-3a8898f44446
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, VBias
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, C, R
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, F, ohm
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1.1E-10, 370
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 1.5E-10, 27000
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, -1.4999999999999998
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, -1.4999999999999998
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, -1.4999999999999998
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, -1.4999999999999998
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, -1.4999999999999998
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		0	0	0
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, C-V Sweep
Dimension1, 202, 202, 202
Dimension2, 4, 4, 4
DataName, VBias, C, R
DataValue, -1, 1.4749200000000002E-10, 23596.23
DataValue, -0.98, 1.47445E-10, 23406.36
DataValue, -0.96, 1.47389E-10, 23497.8
DataValue, -0.94000000000000006, 1.474E-10, 23563.63
DataValue, -0.92, 1.47379E-10, 23640.34
DataValue, -0.9, 1.4735600000000001E-10, 23695.4
DataValue, -0.88, 1.4732300000000001E-10, 23641.25
DataValue, -0.86, 1.4731500000000002E-10, 23634.55
DataValue, -0.84, 1.47264E-10, 23618.24
DataValue, -0.82000000000000006, 1.4725400000000002E-10, 23617.4
DataValue, -0.8, 1.47232E-10, 23778.27
DataValue, -0.78, 1.4721800000000002E-10, 23654.75
DataValue, -0.76, 1.47187E-10, 23831.68
DataValue, -0.74, 1.4718E-10, 23733.93
DataValue, -0.72, 1.47168E-10, 23789.94
DataValue, -0.70000000000000007, 1.4712800000000002E-10, 23864.47
DataValue, -0.68, 1.4711500000000001E-10, 23825.4
DataValue, -0.66, 1.47096E-10, 23790.77
DataValue, -0.64, 1.4707000000000002E-10, 23562.71
DataValue, -0.62, 1.4707900000000002E-10, 23825.82
DataValue, -0.6, 1.4703700000000002E-10, 23961.28
DataValue, -0.58, 1.4700400000000002E-10, 23781.79
DataValue, -0.56, 1.4701900000000002E-10, 24150.97
DataValue, -0.54, 1.46973E-10, 24048.08
DataValue, -0.52, 1.46967E-10, 24057.32
DataValue, -0.5, 1.46946E-10, 24204.93
DataValue, -0.48, 1.4691700000000002E-10, 24075.89
DataValue, -0.46, 1.4690500000000002E-10, 24109.16
DataValue, -0.44, 1.4686500000000001E-10, 23975.34
DataValue, -0.42, 1.4689000000000002E-10, 24147.95
DataValue, -0.4, 1.4685600000000002E-10, 24084.9
DataValue, -0.38, 1.46843E-10, 24141.4
DataValue, -0.36, 1.4682600000000002E-10, 24154.07
DataValue, -0.34, 1.46788E-10, 24090.77
DataValue, -0.32, 1.4679900000000002E-10, 24194.36
DataValue, -0.3, 1.4678400000000002E-10, 24158.600000000002
DataValue, -0.28, 1.4677E-10, 24258.54
DataValue, -0.26, 1.4674500000000002E-10, 24273.02
DataValue, -0.24, 1.46746E-10, 24310.96
DataValue, -0.22, 1.4672700000000002E-10, 24119.29
DataValue, -0.2, 1.4670300000000002E-10, 24363.21
DataValue, -0.18, 1.4670300000000002E-10, 24437.170000000002
DataValue, -0.16, 1.46699E-10, 24370.170000000002
DataValue, -0.14, 1.4667500000000001E-10, 24326
DataValue, -0.12, 1.4662800000000002E-10, 24433.82
DataValue, -0.1, 1.46641E-10, 24341.100000000002
DataValue, -0.08, 1.4662800000000002E-10, 24579.09
DataValue, -0.06, 1.46598E-10, 24638.06
DataValue, -0.04, 1.4662500000000002E-10, 24629.59
DataValue, -0.02, 1.4656100000000002E-10, 24702.75
DataValue, 0, 1.4658800000000002E-10, 24653.850000000002
DataValue, 0.02, 1.46542E-10, 24816.9
DataValue, 0.04, 1.46559E-10, 24647.74
DataValue, 0.06, 1.46535E-10, 24790.79
DataValue, 0.08, 1.4653400000000002E-10, 24639.05
DataValue, 0.1, 1.4652800000000002E-10, 24901.36
DataValue, 0.12, 1.46491E-10, 24607.5
DataValue, 0.14, 1.46512E-10, 24802.68
DataValue, 0.16, 1.46482E-10, 24754.97
DataValue, 0.18, 1.46469E-10, 24912.96
DataValue, 0.2, 1.46458E-10, 24903.190000000002
DataValue, 0.22, 1.4640800000000002E-10, 24941.46
DataValue, 0.24, 1.4644700000000002E-10, 24955.47
DataValue, 0.26, 1.4642300000000002E-10, 25068.170000000002
DataValue, 0.28, 1.46418E-10, 24912.12
DataValue, 0.3, 1.4638100000000002E-10, 25146.24
DataValue, 0.32, 1.4639800000000002E-10, 25211.57
DataValue, 0.34, 1.46376E-10, 25210.68
DataValue, 0.36, 1.46385E-10, 25152.21
DataValue, 0.38, 1.4633800000000002E-10, 25283.48
DataValue, 0.4, 1.46358E-10, 25295.36
DataValue, 0.42, 1.46339E-10, 25240.59
DataValue, 0.44, 1.46339E-10, 25396.7
DataValue, 0.46, 1.46328E-10, 25428.260000000002
DataValue, 0.48, 1.46313E-10, 25512.15
DataValue, 0.5, 1.46333E-10, 25364.46
DataValue, 0.52, 1.46331E-10, 25659.4
DataValue, 0.54, 1.46295E-10, 25630.760000000002
DataValue, 0.56, 1.46264E-10, 25479.2
DataValue, 0.58, 1.4630500000000002E-10, 25580.190000000002
DataValue, 0.6, 1.46271E-10, 25798.45
DataValue, 0.62, 1.46288E-10, 25600.260000000002
DataValue, 0.64, 1.46279E-10, 25733.22
DataValue, 0.66, 1.4628E-10, 25737.27
DataValue, 0.68, 1.46256E-10, 25505.350000000002
DataValue, 0.70000000000000007, 1.4629300000000002E-10, 25974.64
DataValue, 0.72, 1.46229E-10, 25902.15
DataValue, 0.74, 1.4625E-10, 26038.31
DataValue, 0.76, 1.46247E-10, 25898.49
DataValue, 0.78, 1.4623600000000002E-10, 26173.2
DataValue, 0.8, 1.4625E-10, 26175.45
DataValue, 0.82000000000000006, 1.46271E-10, 26271.78
DataValue, 0.84, 1.4624200000000002E-10, 26308.83
DataValue, 0.86, 1.4621400000000001E-10, 26198.420000000002
DataValue, 0.88, 1.46229E-10, 26223.72
DataValue, 0.9, 1.4626000000000002E-10, 26368.91
DataValue, 0.92, 1.4623000000000002E-10, 26317.47
DataValue, 0.94000000000000006, 1.4623600000000002E-10, 26284.45
DataValue, 0.96, 1.46198E-10, 26273.48
DataValue, 0.98, 1.46229E-10, 26457.16
DataValue, 1, 1.4621800000000002E-10, 26362.23
DataValue, 1, 1.4622700000000002E-10, 26500.27
DataValue, 0.98, 1.46219E-10, 26392.77
DataValue, 0.96, 1.46229E-10, 26562.33
DataValue, 0.94000000000000006, 1.4620900000000002E-10, 26106.06
DataValue, 0.92, 1.46237E-10, 26267.31
DataValue, 0.9, 1.4624200000000002E-10, 26439.57
DataValue, 0.88, 1.4626900000000002E-10, 26558.36
DataValue, 0.86, 1.46234E-10, 26235.39
DataValue, 0.84, 1.4621700000000001E-10, 26114.87
DataValue, 0.82000000000000006, 1.46228E-10, 25859.68
DataValue, 0.8, 1.4622100000000002E-10, 26145.100000000002
DataValue, 0.78, 1.4627500000000002E-10, 25969.16
DataValue, 0.76, 1.46297E-10, 26014.72
DataValue, 0.74, 1.46264E-10, 25774.22
DataValue, 0.72, 1.46259E-10, 25513.13
DataValue, 0.70000000000000007, 1.4624500000000002E-10, 25678.66
DataValue, 0.68, 1.46279E-10, 25862.9
DataValue, 0.66, 1.46291E-10, 25771.22
DataValue, 0.64, 1.46303E-10, 25549.95
DataValue, 0.62, 1.4629600000000002E-10, 25688.4
DataValue, 0.6, 1.4630200000000002E-10, 25495.07
DataValue, 0.58, 1.46301E-10, 25657.37
DataValue, 0.56, 1.46285E-10, 25552.24
DataValue, 0.54, 1.4633800000000002E-10, 25365.68
DataValue, 0.52, 1.46322E-10, 25461.600000000002
DataValue, 0.5, 1.46331E-10, 25443.03
DataValue, 0.48, 1.4634100000000002E-10, 25241.27
DataValue, 0.46, 1.46319E-10, 25370.56
DataValue, 0.44, 1.46364E-10, 25316.7
DataValue, 0.42, 1.46345E-10, 25490.62
DataValue, 0.4, 1.46369E-10, 25306.03
DataValue, 0.38, 1.46357E-10, 25023.02
DataValue, 0.36, 1.46391E-10, 24906.82
DataValue, 0.34, 1.4635900000000002E-10, 25177.61
DataValue, 0.32, 1.4637E-10, 24852.05
DataValue, 0.3, 1.4640500000000002E-10, 25077.690000000002
DataValue, 0.28, 1.4643200000000002E-10, 25199.71
DataValue, 0.26, 1.46427E-10, 25083.49
DataValue, 0.24, 1.4644900000000001E-10, 24993.03
DataValue, 0.22, 1.4641900000000001E-10, 24826.670000000002
DataValue, 0.2, 1.46451E-10, 24786.28
DataValue, 0.18, 1.4647700000000002E-10, 24822.29
DataValue, 0.16, 1.46455E-10, 24877.62
DataValue, 0.14, 1.46511E-10, 24803.24
DataValue, 0.12, 1.46509E-10, 24846.36
DataValue, 0.1, 1.46494E-10, 24775.260000000002
DataValue, 0.08, 1.46538E-10, 24969.15
DataValue, 0.06, 1.46557E-10, 24614.06
DataValue, 0.04, 1.46559E-10, 24725.350000000002
DataValue, 0.02, 1.46584E-10, 24745.190000000002
DataValue, 0, 1.4659100000000002E-10, 24612.18
DataValue, -0.02, 1.46556E-10, 24658.14
DataValue, -0.04, 1.4662700000000002E-10, 24549.27
DataValue, -0.06, 1.46626E-10, 24432.96
DataValue, -0.08, 1.4663700000000002E-10, 24635.15
DataValue, -0.1, 1.4664300000000002E-10, 24468.43
DataValue, -0.12, 1.4666300000000001E-10, 24544.79
DataValue, -0.14, 1.4667200000000001E-10, 24351.850000000002
DataValue, -0.16, 1.4671500000000002E-10, 24489
DataValue, -0.18, 1.46702E-10, 24318.43
DataValue, -0.2, 1.46731E-10, 24264.3
DataValue, -0.22, 1.4672400000000002E-10, 24291.18
DataValue, -0.24, 1.4672400000000002E-10, 24370.23
DataValue, -0.26, 1.46758E-10, 24230.45
DataValue, -0.28, 1.46762E-10, 24166.78
DataValue, -0.3, 1.4678700000000002E-10, 24155.07
DataValue, -0.32, 1.4676300000000002E-10, 24373.3
DataValue, -0.34, 1.46807E-10, 24225.83
DataValue, -0.36, 1.4683600000000002E-10, 24140.58
DataValue, -0.38, 1.4685000000000002E-10, 24115.28
DataValue, -0.4, 1.4688100000000002E-10, 23932.54
DataValue, -0.42, 1.46894E-10, 24155.07
DataValue, -0.44, 1.4689300000000002E-10, 24224.28
DataValue, -0.46, 1.4691700000000002E-10, 24182.83
DataValue, -0.48, 1.46946E-10, 24051.36
DataValue, -0.5, 1.4696500000000002E-10, 24193.04
DataValue, -0.52, 1.46993E-10, 23822.31
DataValue, -0.54, 1.46975E-10, 24006.66
DataValue, -0.56, 1.46999E-10, 24046.27
DataValue, -0.58, 1.47011E-10, 23851.36
DataValue, -0.6, 1.47027E-10, 23909.170000000002
DataValue, -0.62, 1.47045E-10, 23777.03
DataValue, -0.64, 1.4707700000000002E-10, 23746.350000000002
DataValue, -0.66, 1.4709E-10, 23842.86
