
SetupTitle, C-V Sweep
PrimitiveTest, C-V Sweep
TestParameter, Measurement.Adc.HighResolution.Coeff, 2, 6
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, VBias
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, -0.1
TestParameter, Output.Graph.XAxis.Right, 0.1
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, C, R
TestParameter, Output.Graph.YAxis.Scale, Linear, Linear
TestParameter, Output.Graph.YAxis.Bottom, 0, 0
TestParameter, Output.Graph.YAxis.Top, 1E-10, 10000
TestParameter, Output.Graph.YAxis.Group, , 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true, true
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 11/15/2019 07:43:40
MetaData, TestRecord.TestTarget, Al_1.0_5
MetaData, TestRecord.IterationIndex, 2
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, 0ed9bbf0-e23e-4e1c-a5e5-7f0e3d051f4b
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, VBias
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -2
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 2
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, C, R
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, F, ohm
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 4.3E-12, -8300
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 4.7E-09, 6300000
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.0097323082820452763
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.0097323082820452763
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.0097323082820452763
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.0097323082820452763
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.0097323082820452763
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		0	0	0
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, C-V Sweep
Dimension1, 202, 202, 202
Dimension2, 4, 4, 4
DataName, VBias, C, R
DataValue, -2, 2.03736E-11, 6152735
DataValue, -1.96, 2.33443E-11, 6200769
DataValue, -1.92, 2.42835E-11, 6001446
DataValue, -1.8800000000000001, 2.34311E-11, 5658319
DataValue, -1.84, 2.1975499999999998E-11, 5182014
DataValue, -1.8, 2.0816499999999998E-11, 4659666
DataValue, -1.76, 2.03016E-11, 4176350
DataValue, -1.72, 2.06345E-11, 3988959
DataValue, -1.68, 2.29497E-11, 4464972
DataValue, -1.6400000000000001, 3.7678E-11, 5222885
DataValue, -1.6, 1.5032800000000002E-10, 3738656
DataValue, -1.56, 1.07694E-09, 2006012
DataValue, -1.52, 4.56278E-09, 1260991
DataValue, -1.48, 3.13419E-09, 993200.8
DataValue, -1.44, 1.51406E-09, 938279.10000000009
DataValue, -1.4000000000000001, 7.69805E-10, 999112
DataValue, -1.36, 4.38763E-10, 1113031
DataValue, -1.32, 2.8326900000000004E-10, 1222457
DataValue, -1.28, 2.0779100000000002E-10, 1297910
DataValue, -1.24, 1.6975E-10, 1339244
DataValue, -1.2, 1.48675E-10, 1362857
DataValue, -1.16, 1.35281E-10, 1382274
DataValue, -1.12, 1.2606E-10, 1401477
DataValue, -1.08, 1.1837E-10, 1425617
DataValue, -1.04, 1.1135900000000001E-10, 1455182
DataValue, -1, 1.0431400000000001E-10, 1494043
DataValue, -0.96, 9.67614E-11, 1541755
DataValue, -0.92, 8.91931E-11, 1598242
DataValue, -0.88, 8.22654E-11, 1655848
DataValue, -0.84, 7.60799E-11, 1715334
DataValue, -0.8, 7.06029E-11, 1770687
DataValue, -0.76, 6.63169E-11, 1818270
DataValue, -0.72, 6.2837E-11, 1856623
DataValue, -0.68, 6.01496E-11, 1880583
DataValue, -0.64, 5.81235E-11, 1892973
DataValue, -0.6, 5.68082E-11, 1892328
DataValue, -0.56, 5.60126E-11, 1885240
DataValue, -0.52, 5.5651599999999996E-11, 1859785
DataValue, -0.48, 5.55926E-11, 1837186
DataValue, -0.44, 5.5596499999999996E-11, 1875589
DataValue, -0.4, 5.50387E-11, 1865912
DataValue, -0.36, 5.54502E-11, 1851677
DataValue, -0.32, 5.59641E-11, 1818116
DataValue, -0.28, 5.70118E-11, 1782179
DataValue, -0.24, 5.79368E-11, 1747448
DataValue, -0.2, 5.95621E-11, 1706677
DataValue, -0.16, 6.0656E-11, 1670952
DataValue, -0.12, 6.22139E-11, 1627637
DataValue, -0.08, 6.39885E-11, 1585773
DataValue, -0.04, 6.57606E-11, 1547813
DataValue, 0, 6.7795999999999993E-11, 1505086
DataValue, 0.04, 6.9820999999999993E-11, 1465046
DataValue, 0.08, 7.2006999999999992E-11, 1430527
DataValue, 0.12, 7.40921E-11, 1392694
DataValue, 0.16, 7.62954E-11, 1359425
DataValue, 0.2, 7.84503E-11, 1327704
DataValue, 0.24, 8.0727699999999993E-11, 1295067
DataValue, 0.28, 8.28921E-11, 1268010
DataValue, 0.32, 8.54284E-11, 1240893
DataValue, 0.36, 8.7199E-11, 1217151
DataValue, 0.4, 8.94413E-11, 1194146
DataValue, 0.44, 9.13885E-11, 1173801
DataValue, 0.48, 9.32176E-11, 1155263
DataValue, 0.52, 9.46194E-11, 1140856
DataValue, 0.56, 9.65576E-11, 1124093
DataValue, 0.6, 9.78497E-11, 1116402
DataValue, 0.64, 9.9296099999999993E-11, 1103684
DataValue, 0.68, 1.00446E-10, 1095616
DataValue, 0.72, 1.01502E-10, 1085930
DataValue, 0.76, 1.0230300000000001E-10, 1081346
DataValue, 0.8, 1.0314400000000001E-10, 1073495
DataValue, 0.84, 1.03786E-10, 1069138
DataValue, 0.88, 1.0444400000000001E-10, 1063855
DataValue, 0.92, 1.05064E-10, 1061588
DataValue, 0.96, 1.05451E-10, 1058012
DataValue, 1, 1.06043E-10, 1051860
DataValue, 1.04, 1.0611300000000001E-10, 1049384
DataValue, 1.08, 1.06524E-10, 1048821
DataValue, 1.12, 1.0688800000000001E-10, 1044260
DataValue, 1.16, 1.0720600000000002E-10, 1042238
DataValue, 1.2, 1.0687400000000001E-10, 1041560
DataValue, 1.24, 1.0710900000000001E-10, 1039763
DataValue, 1.28, 1.0688300000000001E-10, 1039047
DataValue, 1.32, 1.06649E-10, 1036597
DataValue, 1.36, 1.0604800000000001E-10, 1036402
DataValue, 1.4000000000000001, 1.0570300000000001E-10, 1035945
DataValue, 1.44, 1.0468600000000001E-10, 1039447
DataValue, 1.48, 1.0323900000000001E-10, 1040625
DataValue, 1.52, 1.0200600000000001E-10, 1038011
DataValue, 1.56, 1.00134E-10, 1038377
DataValue, 1.6, 9.81707E-11, 1037097
DataValue, 1.6400000000000001, 9.55402E-11, 1033451
DataValue, 1.68, 9.30855E-11, 1028169
DataValue, 1.72, 8.98014E-11, 1014673
DataValue, 1.76, 8.6653199999999992E-11, 995556.3
DataValue, 1.8, 8.33586E-11, 968120
DataValue, 1.84, 8.03926E-11, 924993.60000000009
DataValue, 1.8800000000000001, 7.83745E-11, 879660.20000000007
DataValue, 1.92, 7.75095E-11, 837026.70000000007
DataValue, 1.96, 7.78556E-11, 808033.70000000007
DataValue, 2, 7.93942E-11, 787209.9
DataValue, 2, 7.91359E-11, 788324.20000000007
DataValue, 1.96, 7.70942E-11, 803519.20000000007
DataValue, 1.92, 7.63538E-11, 832527.20000000007
DataValue, 1.8800000000000001, 7.70658E-11, 875711.10000000009
DataValue, 1.84, 7.87602E-11, 919910.20000000007
DataValue, 1.8, 8.12452E-11, 961319.3
DataValue, 1.76, 8.42192E-11, 997831.20000000007
DataValue, 1.72, 8.6990699999999992E-11, 1016458
DataValue, 1.68, 9.0090799999999993E-11, 1034338
DataValue, 1.6400000000000001, 9.25814E-11, 1045124
DataValue, 1.6, 9.4731299999999993E-11, 1049594
DataValue, 1.56, 9.68374E-11, 1055093
DataValue, 1.52, 9.80575E-11, 1058101
DataValue, 1.48, 9.8949599999999994E-11, 1065334
DataValue, 1.44, 9.97578E-11, 1066325
DataValue, 1.4000000000000001, 1.00324E-10, 1069582
DataValue, 1.36, 1.0025400000000001E-10, 1076832
DataValue, 1.32, 9.98192E-11, 1082183
DataValue, 1.28, 9.93681E-11, 1090457
DataValue, 1.24, 9.86089E-11, 1099387
DataValue, 1.2, 9.78338E-11, 1106283
DataValue, 1.16, 9.6627199999999993E-11, 1120190
DataValue, 1.12, 9.51813E-11, 1134593
DataValue, 1.08, 9.39708E-11, 1149449
DataValue, 1.04, 9.1796E-11, 1169697
DataValue, 1, 9.01316E-11, 1187828
DataValue, 0.96, 8.7611E-11, 1213888
DataValue, 0.92, 8.5671799999999992E-11, 1235749
DataValue, 0.88, 8.31035E-11, 1272158
DataValue, 0.84, 8.09474E-11, 1305697
DataValue, 0.8, 7.8164099999999993E-11, 1345035
DataValue, 0.76, 7.57269E-11, 1383231
DataValue, 0.72, 7.30419E-11, 1428347
DataValue, 0.68, 7.07268E-11, 1473476
DataValue, 0.64, 6.83561E-11, 1521622
DataValue, 0.6, 6.6386E-11, 1567713
DataValue, 0.56, 6.42172E-11, 1614764
DataValue, 0.52, 6.26696E-11, 1662255
DataValue, 0.48, 6.10539E-11, 1701176
DataValue, 0.44, 5.9801E-11, 1738337
DataValue, 0.4, 5.8905699999999993E-11, 1780622
DataValue, 0.36, 5.78802E-11, 1815785
DataValue, 0.32, 5.69881E-11, 1812774
DataValue, 0.28, 5.69845E-11, 1854563
DataValue, 0.24, 5.71286E-11, 1884476
DataValue, 0.2, 5.72498E-11, 1914972
DataValue, 0.16, 5.71948E-11, 1941789
DataValue, 0.12, 5.75092E-11, 1959836
DataValue, 0.08, 5.80847E-11, 1967651
DataValue, 0.04, 5.93015E-11, 1958967
DataValue, 0, 6.10416E-11, 1938023
DataValue, -0.04, 6.3297899999999993E-11, 1907879
DataValue, -0.08, 6.63911E-11, 1869713
DataValue, -0.12, 7.00384E-11, 1818710
DataValue, -0.16, 7.44518E-11, 1764226
DataValue, -0.2, 7.92708E-11, 1710401
DataValue, -0.24, 8.47152E-11, 1653054
DataValue, -0.28, 9.01557E-11, 1602111
DataValue, -0.32, 9.52184E-11, 1557987
DataValue, -0.36, 1.00021E-10, 1518437
DataValue, -0.4, 1.04333E-10, 1486310
DataValue, -0.44, 1.0799200000000001E-10, 1461675
DataValue, -0.48, 1.1113900000000001E-10, 1439918
DataValue, -0.52, 1.1380200000000002E-10, 1421358
DataValue, -0.56, 1.1612800000000001E-10, 1406885
DataValue, -0.6, 1.18349E-10, 1392609
DataValue, -0.64, 1.20652E-10, 1380721
DataValue, -0.68, 1.2304200000000001E-10, 1366983
DataValue, -0.72, 1.25271E-10, 1357807
DataValue, -0.76, 1.2755600000000001E-10, 1350046
DataValue, -0.8, 1.30228E-10, 1344252
DataValue, -0.84, 1.33398E-10, 1338573
DataValue, -0.88, 1.36727E-10, 1334802
DataValue, -0.92, 1.41016E-10, 1329590
DataValue, -0.96, 1.47475E-10, 1322289
DataValue, -1, 1.54813E-10, 1315784
DataValue, -1.04, 1.6528800000000001E-10, 1305506
DataValue, -1.08, 1.7953300000000003E-10, 1292821
DataValue, -1.12, 2.0036300000000002E-10, 1273422
DataValue, -1.16, 2.2960000000000001E-10, 1246248
DataValue, -1.2, 2.7683E-10, 1204793
DataValue, -1.24, 3.4850500000000003E-10, 1153688
DataValue, -1.28, 4.68974E-10, 1089271
DataValue, -1.32, 6.7420900000000009E-10, 1026124
DataValue, -1.36, 1.03531E-09, 978332.10000000009
DataValue, -1.4000000000000001, 1.68276E-09, 970898.10000000009
DataValue, -1.44, 2.96615E-09, 1038613
DataValue, -1.48, 4.64136E-09, 1218261
DataValue, -1.52, 2.68797E-09, 1602682
DataValue, -1.56, 7.1441500000000006E-10, 2317016
DataValue, -1.6, 2.04622E-10, 3429248
DataValue, -1.6400000000000001, 8.0363399999999993E-11, 4604670
DataValue, -1.68, 4.24278E-11, 5349089
DataValue, -1.72, 2.91315E-11, 5440387
DataValue, -1.76, 2.30182E-11, 5079492
DataValue, -1.8, 1.98252E-11, 4517294
DataValue, -1.84, 1.78811E-11, 3970869
