
SetupTitle, C-V Sweep
PrimitiveTest, C-V Sweep
TestParameter, Measurement.Adc.HighResolution.Coeff, 2, 6
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, VBias
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, -0.1
TestParameter, Output.Graph.XAxis.Right, 0.1
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, C, R
TestParameter, Output.Graph.YAxis.Scale, Linear, Linear
TestParameter, Output.Graph.YAxis.Bottom, 0, 0
TestParameter, Output.Graph.YAxis.Top, 1E-10, 10000
TestParameter, Output.Graph.YAxis.Group, , 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true, true
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 11/15/2019 06:10:37
MetaData, TestRecord.TestTarget, Al_2.0_10_n
MetaData, TestRecord.IterationIndex, 8
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, ?
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, f6bcdaeb-eaf0-4743-baf7-e685ea62aed2
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, VBias
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, C, R
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, F, ohm
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 7.8E-11, -140
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 9E-11, 480000
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, -2.3333333333333339
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, -2.3333333333333339
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, -2.3333333333333339
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, -2.3333333333333339
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, -2.3333333333333339
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		0	0	0
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, C-V Sweep
Dimension1, 202, 202, 202
Dimension2, 4, 4, 4
DataName, VBias, C, R
DataValue, -1, 8.98116E-11, 468174.2
DataValue, -0.98, 8.9693E-11, 470231.4
DataValue, -0.96, 8.96623E-11, 468134.80000000005
DataValue, -0.94000000000000006, 8.96352E-11, 468993.9
DataValue, -0.92, 8.95788E-11, 467184.7
DataValue, -0.9, 8.94933E-11, 465222.60000000003
DataValue, -0.88, 8.95787E-11, 468227
DataValue, -0.86, 8.95898E-11, 468017.30000000005
DataValue, -0.84, 8.9497E-11, 467979.60000000003
DataValue, -0.82000000000000006, 8.95485E-11, 467347.30000000005
DataValue, -0.8, 8.94713E-11, 469164.80000000005
DataValue, -0.78, 8.92869E-11, 465128.80000000005
DataValue, -0.76, 8.94581E-11, 466718.60000000003
DataValue, -0.74, 8.94873E-11, 468907.4
DataValue, -0.72, 8.95517E-11, 468098.4
DataValue, -0.70000000000000007, 8.94565E-11, 467361.30000000005
DataValue, -0.68, 8.94798E-11, 468821.80000000005
DataValue, -0.66, 8.93308E-11, 469364.30000000005
DataValue, -0.64, 8.93985E-11, 468600.9
DataValue, -0.62, 8.93084E-11, 471270.4
DataValue, -0.6, 8.96628E-11, 472455.10000000003
DataValue, -0.58, 8.9466199999999993E-11, 471396.5
DataValue, -0.56, 8.95545E-11, 472850.30000000005
DataValue, -0.54, 8.95197E-11, 472199.60000000003
DataValue, -0.52, 8.95797E-11, 470166.80000000005
DataValue, -0.5, 8.94562E-11, 468346.30000000005
DataValue, -0.48, 8.9451199999999994E-11, 470475.4
DataValue, -0.46, 8.93289E-11, 469804.2
DataValue, -0.44, 8.94772E-11, 470706.7
DataValue, -0.42, 8.93947E-11, 470022.4
DataValue, -0.4, 8.94102E-11, 470582.2
DataValue, -0.38, 8.9477999999999993E-11, 471874.9
DataValue, -0.36, 8.94105E-11, 471082.7
DataValue, -0.34, 8.93868E-11, 471397.80000000005
DataValue, -0.32, 8.92744E-11, 468799.4
DataValue, -0.3, 8.94265E-11, 471002.2
DataValue, -0.28, 8.92531E-11, 470173.2
DataValue, -0.26, 8.94219E-11, 471697.9
DataValue, -0.24, 8.9321E-11, 472868.60000000003
DataValue, -0.22, 8.93359E-11, 470376.9
DataValue, -0.2, 8.934E-11, 471829
DataValue, -0.18, 8.92307E-11, 471150.30000000005
DataValue, -0.16, 8.92732E-11, 471359.4
DataValue, -0.14, 8.92132E-11, 467426.80000000005
DataValue, -0.12, 8.91053E-11, 467920.10000000003
DataValue, -0.1, 8.92257E-11, 468612.60000000003
DataValue, -0.08, 8.91072E-11, 466826.60000000003
DataValue, -0.06, 8.9195E-11, 467732.10000000003
DataValue, -0.04, 8.93007E-11, 470915.80000000005
DataValue, -0.02, 8.92263E-11, 471433.60000000003
DataValue, 0, 8.91998E-11, 470101.30000000005
DataValue, 0.02, 8.92506E-11, 471780.10000000003
DataValue, 0.04, 8.92286E-11, 471912.7
DataValue, 0.06, 8.92888E-11, 469746
DataValue, 0.08, 8.9202899999999993E-11, 470237.5
DataValue, 0.1, 8.93365E-11, 470068.2
DataValue, 0.12, 8.93182E-11, 471190.4
DataValue, 0.14, 8.9247499999999993E-11, 471302.10000000003
DataValue, 0.16, 8.94626E-11, 473818.80000000005
DataValue, 0.18, 8.9179299999999993E-11, 469858.80000000005
DataValue, 0.2, 8.93436E-11, 472704.60000000003
DataValue, 0.22, 8.92791E-11, 472848.10000000003
DataValue, 0.24, 8.92931E-11, 470675.9
DataValue, 0.26, 8.93497E-11, 472060.2
DataValue, 0.28, 8.92563E-11, 471489.4
DataValue, 0.3, 8.92101E-11, 471056.9
DataValue, 0.32, 8.92011E-11, 470078.80000000005
DataValue, 0.34, 8.92512E-11, 472294.2
DataValue, 0.36, 8.9286299999999993E-11, 471381.7
DataValue, 0.38, 8.92201E-11, 470695.10000000003
DataValue, 0.4, 8.92846E-11, 468940.2
DataValue, 0.42, 8.92541E-11, 467888.5
DataValue, 0.44, 8.93542E-11, 469805.10000000003
DataValue, 0.46, 8.92332E-11, 469319.2
DataValue, 0.48, 8.92867E-11, 469932.60000000003
DataValue, 0.5, 8.92615E-11, 469892.30000000005
DataValue, 0.52, 8.92484E-11, 470102.5
DataValue, 0.54, 8.9097E-11, 466475.5
DataValue, 0.56, 8.92165E-11, 469881.2
DataValue, 0.58, 8.93425E-11, 468419.4
DataValue, 0.6, 8.92093E-11, 467742.30000000005
DataValue, 0.62, 8.92756E-11, 468251
DataValue, 0.64, 8.92049E-11, 467613.5
DataValue, 0.66, 8.92517E-11, 471285.5
DataValue, 0.68, 8.93392E-11, 470192.2
DataValue, 0.70000000000000007, 8.95231E-11, 473804.30000000005
DataValue, 0.72, 8.94011E-11, 468486.7
DataValue, 0.74, 8.9359199999999993E-11, 471494
DataValue, 0.76, 8.94373E-11, 471771.7
DataValue, 0.78, 8.94626E-11, 471105.10000000003
DataValue, 0.8, 8.95424E-11, 472027
DataValue, 0.82000000000000006, 8.93763E-11, 470074.80000000005
DataValue, 0.84, 8.9465E-11, 468903.30000000005
DataValue, 0.86, 8.9460399999999992E-11, 470007.60000000003
DataValue, 0.88, 8.9560099999999992E-11, 471246.4
DataValue, 0.9, 8.9313299999999992E-11, 467811.7
DataValue, 0.92, 8.93919E-11, 468598.60000000003
DataValue, 0.94000000000000006, 8.94238E-11, 471940.2
DataValue, 0.96, 8.95203E-11, 472262.10000000003
DataValue, 0.98, 8.95083E-11, 468308.10000000003
DataValue, 1, 8.94414E-11, 469207.80000000005
DataValue, 1, 8.96278E-11, 472551.60000000003
DataValue, 0.98, 8.94475E-11, 469255.80000000005
DataValue, 0.96, 8.95027E-11, 468440.10000000003
DataValue, 0.94000000000000006, 8.9436599999999992E-11, 470524
DataValue, 0.92, 8.9400799999999993E-11, 471247
DataValue, 0.9, 8.94299E-11, 470398.5
DataValue, 0.88, 8.94262E-11, 468018.10000000003
DataValue, 0.86, 8.9384299999999993E-11, 469179.5
DataValue, 0.84, 8.93419E-11, 468263
DataValue, 0.82000000000000006, 8.93188E-11, 466248.5
DataValue, 0.8, 8.9375699999999992E-11, 467248.80000000005
DataValue, 0.78, 8.9496199999999992E-11, 472466.60000000003
DataValue, 0.76, 8.92699E-11, 468432.10000000003
DataValue, 0.74, 8.9422E-11, 468799.9
DataValue, 0.72, 8.92481E-11, 465524.60000000003
DataValue, 0.70000000000000007, 8.92995E-11, 470285.2
DataValue, 0.68, 8.92843E-11, 465212.80000000005
DataValue, 0.66, 8.92633E-11, 467389.7
DataValue, 0.64, 8.92385E-11, 470766.60000000003
DataValue, 0.62, 8.94107E-11, 470747.60000000003
DataValue, 0.6, 8.94161E-11, 470244.10000000003
DataValue, 0.58, 8.94877E-11, 472415.7
DataValue, 0.56, 8.93685E-11, 469829.4
DataValue, 0.54, 8.92253E-11, 469835.80000000005
DataValue, 0.52, 8.9361E-11, 471869.7
DataValue, 0.5, 8.94154E-11, 471361
DataValue, 0.48, 8.94631E-11, 474783.60000000003
DataValue, 0.46, 8.93477E-11, 468631.4
DataValue, 0.44, 8.91792E-11, 469634.7
DataValue, 0.42, 8.93256E-11, 468919.60000000003
DataValue, 0.4, 8.92262E-11, 469181.10000000003
DataValue, 0.38, 8.92571E-11, 470641.10000000003
DataValue, 0.36, 8.91699E-11, 469553.30000000005
DataValue, 0.34, 8.92724E-11, 469605.7
DataValue, 0.32, 8.9E-11, 468214.4
DataValue, 0.3, 8.91589E-11, 469700.9
DataValue, 0.28, 8.92169E-11, 468797
DataValue, 0.26, 8.92815E-11, 472058.60000000003
DataValue, 0.24, 8.9247499999999993E-11, 468451.60000000003
DataValue, 0.22, 8.9339699999999993E-11, 471808.10000000003
DataValue, 0.2, 8.92233E-11, 469174.9
DataValue, 0.18, 8.92058E-11, 466804.60000000003
DataValue, 0.16, 8.93002E-11, 472824.80000000005
DataValue, 0.14, 8.92626E-11, 470369.10000000003
DataValue, 0.12, 8.91559E-11, 469043.2
DataValue, 0.1, 8.9183599999999993E-11, 468457.9
DataValue, 0.08, 8.92192E-11, 470456.80000000005
DataValue, 0.06, 8.9260999999999993E-11, 471311.9
DataValue, 0.04, 8.91899E-11, 468170.10000000003
DataValue, 0.02, 8.91361E-11, 468917.60000000003
DataValue, 0, 8.92769E-11, 470066.80000000005
DataValue, -0.02, 8.92451E-11, 473227.7
DataValue, -0.04, 8.92762E-11, 469601.9
DataValue, -0.06, 8.9377199999999992E-11, 473060.30000000005
DataValue, -0.08, 8.93454E-11, 473189.30000000005
DataValue, -0.1, 8.94048E-11, 472419.80000000005
DataValue, -0.12, 8.91933E-11, 471738.4
DataValue, -0.14, 8.9412599999999993E-11, 472921.30000000005
DataValue, -0.16, 8.92957E-11, 473849.80000000005
DataValue, -0.18, 8.94225E-11, 471706.30000000005
DataValue, -0.2, 8.94573E-11, 473622.60000000003
DataValue, -0.22, 8.94721E-11, 472809.80000000005
DataValue, -0.24, 8.93388E-11, 471476.60000000003
DataValue, -0.26, 8.94369E-11, 470071.5
DataValue, -0.28, 8.92941E-11, 469988.4
DataValue, -0.3, 8.93569E-11, 468009.5
DataValue, -0.32, 8.94042E-11, 472046.10000000003
DataValue, -0.34, 8.94149E-11, 471901.7
DataValue, -0.36, 8.9342E-11, 469920.5
DataValue, -0.38, 8.93438E-11, 469287.5
DataValue, -0.4, 8.92794E-11, 470372.7
DataValue, -0.42, 8.9277299999999993E-11, 467720.5
DataValue, -0.44, 8.92751E-11, 466583.5
DataValue, -0.46, 8.94397E-11, 467095.10000000003
DataValue, -0.48, 8.94028E-11, 469079
DataValue, -0.5, 8.94359E-11, 470392.10000000003
DataValue, -0.52, 8.94196E-11, 470855.7
DataValue, -0.54, 8.93084E-11, 470750.4
DataValue, -0.56, 8.9348E-11, 466926.2
DataValue, -0.58, 8.94181E-11, 471687
DataValue, -0.6, 8.93021E-11, 467294.2
DataValue, -0.62, 8.9271299999999993E-11, 470293.4
DataValue, -0.64, 8.9429099999999993E-11, 468226.2
DataValue, -0.66, 8.9543599999999993E-11, 470969.5
DataValue, -0.68, 8.95607E-11, 472647.7
DataValue, -0.70000000000000007, 8.95304E-11, 470306.7
