
SetupTitle, C-V Sweep
PrimitiveTest, C-V Sweep
TestParameter, Measurement.Adc.HighResolution.Coeff, 2, 6
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, VBias
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, -0.1
TestParameter, Output.Graph.XAxis.Right, 0.1
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, C, R
TestParameter, Output.Graph.YAxis.Scale, Linear, Linear
TestParameter, Output.Graph.YAxis.Bottom, 0, 0
TestParameter, Output.Graph.YAxis.Top, 1E-10, 10000
TestParameter, Output.Graph.YAxis.Group, , 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true, true
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 11/25/2019 15:43:39
MetaData, TestRecord.TestTarget, Al_2.0_5
MetaData, TestRecord.IterationIndex, 3
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, 5215043a-01e8-4349-8769-8f4051a07e69
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, VBias
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, C, R
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, F, ohm
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 3.7E-11, 260
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 2E-10, 57000
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.079754601226993863
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.079754601226993863
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.079754601226993863
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.079754601226993863
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.079754601226993863
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		0	0	0
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, C-V Sweep
Dimension1, 202, 202, 202
Dimension2, 4, 4, 4
DataName, VBias, C, R
DataValue, -1, 1.96372E-10, 56562.31
DataValue, -0.98, 1.9638000000000002E-10, 55923.450000000004
DataValue, -0.96, 1.96384E-10, 55147.85
DataValue, -0.94000000000000006, 1.9634900000000002E-10, 54586.67
DataValue, -0.92, 1.96378E-10, 54071.03
DataValue, -0.9, 1.96372E-10, 53420.83
DataValue, -0.88, 1.9640400000000002E-10, 52728.96
DataValue, -0.86, 1.9637300000000002E-10, 52267.020000000004
DataValue, -0.84, 1.96378E-10, 51812.51
DataValue, -0.82000000000000006, 1.9633700000000002E-10, 51350.23
DataValue, -0.8, 1.9637700000000002E-10, 50999.08
DataValue, -0.78, 1.96348E-10, 50602.37
DataValue, -0.76, 1.9633700000000002E-10, 50331.23
DataValue, -0.74, 1.96369E-10, 50037.22
DataValue, -0.72, 1.96336E-10, 49609.78
DataValue, -0.70000000000000007, 1.9634000000000002E-10, 49166.9
DataValue, -0.68, 1.9630200000000003E-10, 48846.15
DataValue, -0.66, 1.9629600000000003E-10, 48511.29
DataValue, -0.64, 1.9631400000000003E-10, 48210.14
DataValue, -0.62, 1.9631300000000002E-10, 47887.19
DataValue, -0.6, 1.9631000000000002E-10, 48234.93
DataValue, -0.58, 1.9633400000000002E-10, 47249.68
DataValue, -0.56, 1.9634400000000003E-10, 46804.53
DataValue, -0.54, 1.9634000000000002E-10, 46729.47
DataValue, -0.52, 1.96324E-10, 46449.92
DataValue, -0.5, 1.96318E-10, 46347.79
DataValue, -0.48, 1.9630200000000003E-10, 45988.1
DataValue, -0.46, 1.9632200000000002E-10, 45874.51
DataValue, -0.44, 1.9630800000000003E-10, 45436.700000000004
DataValue, -0.42, 1.9633400000000002E-10, 45458.12
DataValue, -0.4, 1.9633700000000002E-10, 45182.66
DataValue, -0.38, 1.9633400000000002E-10, 44845.950000000004
DataValue, -0.36, 1.9634300000000002E-10, 44594.71
DataValue, -0.34, 1.96318E-10, 44461.87
DataValue, -0.32, 1.9634700000000003E-10, 44204.88
DataValue, -0.3, 1.9635300000000003E-10, 44140.28
DataValue, -0.28, 1.96318E-10, 43925.31
DataValue, -0.26, 1.9635300000000003E-10, 43695.81
DataValue, -0.24, 1.9633400000000002E-10, 43369.53
DataValue, -0.22, 1.96363E-10, 43211.53
DataValue, -0.2, 1.96384E-10, 42991.99
DataValue, -0.18, 1.9633500000000003E-10, 43002.18
DataValue, -0.16, 1.9636100000000002E-10, 42749.69
DataValue, -0.14, 1.9640700000000002E-10, 42675.14
DataValue, -0.12, 1.96387E-10, 42418
DataValue, -0.1, 1.96396E-10, 42243.86
DataValue, -0.08, 1.9643400000000002E-10, 42207.200000000004
DataValue, -0.06, 1.9646400000000002E-10, 41883.51
DataValue, -0.04, 1.9643000000000001E-10, 41786.65
DataValue, -0.02, 1.9646E-10, 41845.67
DataValue, 0, 1.9647300000000002E-10, 41698.23
DataValue, 0.02, 1.96463E-10, 41437.81
DataValue, 0.04, 1.96472E-10, 41399.58
DataValue, 0.06, 1.96517E-10, 41193.54
DataValue, 0.08, 1.96562E-10, 41106.54
DataValue, 0.1, 1.96547E-10, 40932.69
DataValue, 0.12, 1.9651000000000003E-10, 40829.72
DataValue, 0.14, 1.96568E-10, 40703.19
DataValue, 0.16, 1.9660200000000002E-10, 40610.79
DataValue, 0.18, 1.9660200000000002E-10, 40515.82
DataValue, 0.2, 1.96646E-10, 40328.33
DataValue, 0.22, 1.96676E-10, 40195
DataValue, 0.24, 1.96661E-10, 40139.37
DataValue, 0.26, 1.96691E-10, 39952.25
DataValue, 0.28, 1.9672400000000003E-10, 40121.270000000004
DataValue, 0.3, 1.9676300000000003E-10, 40017.53
DataValue, 0.32, 1.9678400000000003E-10, 39832.11
DataValue, 0.34, 1.96806E-10, 39649.65
DataValue, 0.36, 1.9684100000000002E-10, 39523.46
DataValue, 0.38, 1.96848E-10, 39466.79
DataValue, 0.4, 1.9686500000000002E-10, 39509.840000000004
DataValue, 0.42, 1.96896E-10, 39378.55
DataValue, 0.44, 1.9689100000000001E-10, 39342.51
DataValue, 0.46, 1.96923E-10, 39396.950000000004
DataValue, 0.48, 1.96941E-10, 39234.66
DataValue, 0.5, 1.96972E-10, 39204.75
DataValue, 0.52, 1.9699700000000002E-10, 39041.37
DataValue, 0.54, 1.9701600000000003E-10, 38793.16
DataValue, 0.56, 1.9705100000000002E-10, 38793.51
DataValue, 0.58, 1.9706400000000002E-10, 38804.53
DataValue, 0.6, 1.9706300000000002E-10, 38655.44
DataValue, 0.62, 1.97164E-10, 38618.9
DataValue, 0.64, 1.9716900000000002E-10, 38648.26
DataValue, 0.66, 1.9718200000000003E-10, 38575.72
DataValue, 0.68, 1.9723000000000003E-10, 38497.43
DataValue, 0.70000000000000007, 1.9727100000000002E-10, 38441.16
DataValue, 0.72, 1.97309E-10, 38420.69
DataValue, 0.74, 1.97351E-10, 38408.270000000004
DataValue, 0.76, 1.97358E-10, 38384.26
DataValue, 0.78, 1.97394E-10, 38079.68
DataValue, 0.8, 1.9743700000000002E-10, 38278.29
DataValue, 0.82000000000000006, 1.9747900000000002E-10, 38396.67
DataValue, 0.84, 1.9750300000000002E-10, 38239.39
DataValue, 0.86, 1.9755200000000002E-10, 38136.62
DataValue, 0.88, 1.97559E-10, 38081.67
DataValue, 0.9, 1.9754900000000002E-10, 38156.35
DataValue, 0.92, 1.9763300000000002E-10, 38061.26
DataValue, 0.94000000000000006, 1.9764900000000003E-10, 37816.21
DataValue, 0.96, 1.97707E-10, 37938.19
DataValue, 0.98, 1.9772100000000003E-10, 37885.01
DataValue, 1, 1.978E-10, 37717.17
DataValue, 1, 1.9777700000000001E-10, 37875.340000000004
DataValue, 0.98, 1.9769900000000002E-10, 37787.69
DataValue, 0.96, 1.9769100000000003E-10, 37987.01
DataValue, 0.94000000000000006, 1.9762700000000002E-10, 37925.840000000004
DataValue, 0.92, 1.97574E-10, 37969.270000000004
DataValue, 0.9, 1.97529E-10, 38001.15
DataValue, 0.88, 1.9751800000000002E-10, 38055.31
DataValue, 0.86, 1.9746100000000002E-10, 38020.92
DataValue, 0.84, 1.9743100000000002E-10, 38243.01
DataValue, 0.82000000000000006, 1.9737E-10, 38342.090000000004
DataValue, 0.8, 1.97339E-10, 38457.78
DataValue, 0.78, 1.97348E-10, 38440.19
DataValue, 0.76, 1.9727100000000002E-10, 38478.05
DataValue, 0.74, 1.97234E-10, 38546.75
DataValue, 0.72, 1.9719700000000003E-10, 38717.64
DataValue, 0.70000000000000007, 1.97167E-10, 38797.91
DataValue, 0.68, 1.9714800000000002E-10, 38913.72
DataValue, 0.66, 1.9711700000000001E-10, 38924.25
DataValue, 0.64, 1.97074E-10, 39071.8
DataValue, 0.62, 1.9702700000000002E-10, 39205.41
DataValue, 0.6, 1.9697300000000002E-10, 39227.15
DataValue, 0.58, 1.96966E-10, 39109.72
DataValue, 0.56, 1.9693E-10, 39309.54
DataValue, 0.54, 1.9691600000000002E-10, 39401
DataValue, 0.52, 1.9685800000000001E-10, 39736.43
DataValue, 0.5, 1.9683700000000002E-10, 39529.79
DataValue, 0.48, 1.96839E-10, 39578.41
DataValue, 0.46, 1.9677700000000002E-10, 39804.82
DataValue, 0.44, 1.9681600000000002E-10, 39939.83
DataValue, 0.42, 1.9676800000000002E-10, 39985.73
DataValue, 0.4, 1.96722E-10, 39993.44
DataValue, 0.38, 1.96692E-10, 40261.91
DataValue, 0.36, 1.96695E-10, 40242.13
DataValue, 0.34, 1.96676E-10, 40377.88
DataValue, 0.32, 1.9662300000000002E-10, 40443.13
DataValue, 0.3, 1.9662600000000002E-10, 40698.12
DataValue, 0.28, 1.96619E-10, 40843.94
DataValue, 0.26, 1.9658800000000003E-10, 40830.21
DataValue, 0.24, 1.9655500000000003E-10, 40740.270000000004
DataValue, 0.22, 1.9652700000000002E-10, 40995.43
DataValue, 0.2, 1.9654900000000003E-10, 41131.66
DataValue, 0.18, 1.9650100000000003E-10, 41267.14
DataValue, 0.16, 1.9646E-10, 41493.24
DataValue, 0.14, 1.96456E-10, 41434.37
DataValue, 0.12, 1.9643700000000002E-10, 41739.78
DataValue, 0.1, 1.9642400000000001E-10, 41755.47
DataValue, 0.08, 1.96417E-10, 41811.99
DataValue, 0.06, 1.9641800000000001E-10, 42071.16
DataValue, 0.04, 1.9637000000000002E-10, 42111.76
DataValue, 0.02, 1.9636100000000002E-10, 42443.25
DataValue, 0, 1.9633800000000003E-10, 42390.700000000004
DataValue, -0.02, 1.9633200000000003E-10, 42569.520000000004
DataValue, -0.04, 1.9635000000000003E-10, 42727.16
DataValue, -0.06, 1.9633400000000002E-10, 42965.32
DataValue, -0.08, 1.9630200000000003E-10, 42892.28
DataValue, -0.1, 1.96303E-10, 43238.88
DataValue, -0.12, 1.9630100000000002E-10, 43436.71
DataValue, -0.14, 1.9630500000000003E-10, 43696.950000000004
DataValue, -0.16, 1.9633200000000003E-10, 43586.71
DataValue, -0.18, 1.9631300000000002E-10, 44001.450000000004
DataValue, -0.2, 1.9629900000000003E-10, 44114.07
DataValue, -0.22, 1.9630500000000003E-10, 44316.37
DataValue, -0.24, 1.9628700000000003E-10, 44459.46
DataValue, -0.26, 1.9623200000000002E-10, 44709.840000000004
DataValue, -0.28, 1.96273E-10, 44750.58
DataValue, -0.3, 1.9626E-10, 44996.43
DataValue, -0.32, 1.96236E-10, 45284.79
DataValue, -0.34, 1.9625000000000002E-10, 45514.35
DataValue, -0.36, 1.96257E-10, 45744.75
DataValue, -0.38, 1.96218E-10, 45849.56
DataValue, -0.4, 1.96245E-10, 46039.87
DataValue, -0.42, 1.96245E-10, 46313.92
DataValue, -0.44, 1.96249E-10, 46601.54
DataValue, -0.46, 1.96237E-10, 46965.520000000004
DataValue, -0.48, 1.9621100000000002E-10, 47178
DataValue, -0.5, 1.96248E-10, 47408.88
DataValue, -0.52, 1.96273E-10, 47672.06
DataValue, -0.54, 1.96255E-10, 47762.57
DataValue, -0.56, 1.9623800000000002E-10, 48233.25
DataValue, -0.58, 1.9624700000000002E-10, 48380.97
DataValue, -0.6, 1.9626500000000002E-10, 48521.99
